event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CYP847,"13 October 2021",2021,1,"Strategic developments","Strategic developments",Other,"Government of Northern Cyprus (2020-)",,1,,,0,10,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,3,"Ekathimerini; Philenews; Detay",National-International,"Other: On 13 October 2021, Ersan Saner, the leader of the minority government of UBP, DP, YDP, which served for 10 months in Northern Cyprus [coded to Nicosia], submitted his resignation to President Ersin Tatar after the coalition lost its majority in the assembly and was unable to form a quorum. This initiated a debate about the possibility of snap parliamentary elections before the set date of February 2022.",0,,1634664072
CYP849,"13 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 13 October 2021, architects and engineers protested in Nicosia against Prime Minister Ersan Saner for violating the Turkish Union of Chambers of Engineers and Architects (KTMMOB) Law, acting 'unethically and dishonorably, preventing solidarity among members and harming professional values' and submitted a petition to the president of KTMMOB demanding Saner be banned from the profession.",0,"crowd size=no report",1634664073
CYP848,"11 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","KTOEOS: Cyprus Turkish Secondary School Teachers Union; Teachers (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 11 October 2021, members of KTOEOS protested in Northern Nicosia over the latest deportation from Turkey of a Turkish Cypriot journalist the previous day. A spokesperson for KTOEOS read a statement accusing Turkey of not allowing the President of Basin-Sen to enter Turkey because of his political views and accused AKP of attempting to suppress democracy and freedom of expression in Northern Cyprus. They also protested against interventions to the secular way of life of the Turkish Cypriot community and to their education system.",0,"crowd size=no report",1634664073
CYP846,"09 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,2,Charter-97,International,"On 9 October 2021, Belarusians in Cyprus [coded to Nicosia] protested holding placards and white-red-white flags demanding the prosecution of President Alexander Lukashenko.",0,"crowd size=no report",1634664072
CYP843,"08 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","KTAMS: Cyprus Turkish Civil Servants Trade Union; Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 8 October 2021, members of KTAMS protested outside the District Court in Northern Nicosia over the lack of personnel, which means that court decisions can not be enforced. The president of KTAMS made a statement announcing a general strike in courts if the vacancies are not filled by 15 October, and also expressed his condolences to the family of a worker, who lost his life the previous day in a work accident that the president of KTAMS described as 'work murder'.",0,"crowd size=no report",1634072143
CYP845,"08 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Women (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Philenews,National,"On 8 October 2021, the Initiative Group of Mothers, who are residents of Agioi Konstantinos kai Eleni in Dali, protested in Nicosia outside the Covid-19 vaccination center, where the President was receiving the 3rd dose of the vaccine, and they confronted him verbally over the delay in relocating the asphalt plants away from their community.",0,"crowd size=no report",1634072143
CYP844,"06 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Teachers (Cyprus); Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Cyprus Mail; Philenews",National,"On 6 October 2021, students and teachers at the English School in Nicosia, who are on strike since 30 September, marched to the Presidential Palace to protest against the decision to dismiss the English School Staff Union (ESSA) chair, who was suspended for allegedly using the school system to send unauthorized correspondence to parents, possibly breaking privacy data laws.",0,"crowd size=no report",1634072143
CYP841,"06 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Government of Northern Cyprus (2020-); KTOEOS: Cyprus Turkish Secondary School Teachers Union; Teachers (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 6 October 2021, four other mayors joined the mayor of Mehmetcik (Galateia) in his tent in the garden of the Ministry of Tourism and Environment in Northern Nicosia, who had been camping there since 29 September to protest over delays in completing the 'Mehmetcik Region Zoning plan'. The mayor of Mehemtcik demanded to meet with the Director of the City Planning Department, who was ignoring his calls for months. KTOS and KTOEOS officials also arrived to express their support to the protesting mayors and made statements.",0,"crowd size=at least 5",1634072143
CYP838,"03 October 2021",2021,1,"Strategic developments","Strategic developments",Other,"Military Forces of Turkey (2016-)",,8,,,0,80,,196,Europe,Cyprus,Limassol,,,"Coast of Limassol",34.502,33.2639,3,"Cyprus Mail; Ekathimerini; To Vima; DPA",National-International,"Non-violent activity: On 3 October 2021, 2 Turkish Navy frigates sent away the French-owned, Maltese-flagged vessel 'Nautical Geo', preventing it from conducting EU funded research of the seabed in Cyprus' EEZ south of Limassol at 21 nautical miles off Cyprus [coded to Coast of Limassol] for the EastMed pipeline on behalf of an Italian company at the behest of Cyprus, Greece and Israel. Turkey's Defense Ministry claimed the vessel was violating the Turkish continental shelf; it sent 2 frigates and a corvette to the area and reserved it for military exercises.",0,,1634072143
CYP839,"03 October 2021",2021,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Cyprus)",,3,"Civilians (Cyprus)","Labor Group (Cyprus)",7,37,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,SigmaLive,National,"Property destruction: On 3 October 2021, unidentified assailants smashed the offices of the Association of Referees in Nicosia. The attack took place late at night.",0,,1634072144
CYP842,"03 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","AKEL: Progressive Party of Working People; BMBP: This Country is Ours Platform; EDON: United Democratic Youth Organisation; Farmers (Cyprus); Former Government of Cyprus (2013-2023); Government of Germany (2005-2021); Greek Ethnic Group (Cyprus); KSP: Cyprus Socialist Party; Labor Group (Cyprus); Pancyprian Peace Council; POGO: Womens Movement; Protesters (Greece); Teachers (Cyprus); The Left in the European Parliament - GUE/NGL; Turkish Ethnic Group (Cyprus); Women (Cyprus); YKP: New Cyprus Party",6,,,0,60,,196,Europe,Cyprus,Famagusta,,,Deryneia,35.0648,33.9609,1,"Cyprus Mail; Philenews",National,"On 3 October 2021, more than 100 Greek Cypriot and Turkish Cypriot political parties, trade unions, youth groups and other associations, marched to the crossing point in Deryneia in a bicommunal event for a federal solution to the Cyprus problem and the reunification of the island. The General Secretary of AKEL, the co-chair of the European Parliamentary Group GUE/NGL and German MEP, and the head of the Turkish Cypriot union Dev-Is representing the platform 'This Country is Ours', held speeches. The protesters included a former Cyprus President, members of EDON, POGO, the Pancyprian Peace Council, members of Greek associations, the Greek Cypriot and Turkish Cypriot teachers' platform, farmers, the Choir for Peace in Cyprus, the Association for Cypriot Songs, members of the Bi-communal Peace Initiative United Cyprus, Workers' Democracy, Aristeri Pteryga, Left Movement (Sol Hareket), KSP, YKP.",0,"crowd size=no report",1677016122
CYP835,"30 September 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Government of Cyprus (2013-2023); Labor Group (Cyprus); PEO: Pancyprian Federation of Labour; SEK: Cyprus Workers Confederation; Students (Cyprus); Teachers (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Cyprus Mail; SigmaLive",National,"On 30 September 2021, teachers at the English School in Nicosia organized by the English School Staff Union (ESSA) participated in an impromptu work stoppage and protest outside the school over the suspension of their union chair after she allegedly used the school system to send unauthorized correspondence to parents. The teachers were also supported by teachers' union OELMEK, members of SEK and PEO, students, and members of the House education committee.",0,"crowd size=no report",1677016122
CYP836,"29 September 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Lefke,35.1129,32.8494,1,Detay,National,"On 29 September 2021, members of the region's Non Governmental Organizations Platform in the de facto Turkish Republic of Northern Cyprus protested in Lefke demanding the completion of the Guzelyurt-Lefke road by reading a statement.",0,"crowd size=no report",1633462517
CYP837,"28 September 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 28 September 2021, members of the Independent Driver Schools and Driving Courses Association made a press statement outside the License Inspectorate in Northern Nicosia in the de facto Turkish Republic of Northern Cyprus to protest over the circulation of 'false and wrong' information about driver's license exams, particularly following a backlog due to the coronavirus pandemic, that mislead the public.",0,"crowd size=no report",1633462517
CYP834,"28 September 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","DIKO: Democratic Party; Government of Cyprus (2013-2023); Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Paphos,,,Pafos,34.7768,32.4245,1,Philenews,National,"On 28 September 2021, shop owners in central Pafos protested against a municipality decision not to allow parking in front of their shops claiming that there is systematic favoritism of the cafe and catering industry that dominates pavements and public spaces, while commercial shops are struggling to survive. The lawmaker of DIKO for Pafos and members of the City Council participated in the protest.",0,"crowd size=no report",1677016122
CYP840,"27 September 2021",2021,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of Cyprus (2013-2023) Counter Terrrorism Office","Police Forces of Israel (2021-2022)",1,"Unidentified Armed Group (Russia)","Refugees/IDPs (Pakistan); Unidentified Armed Group (Pakistan)",3,13,,196,Europe,Cyprus,Nicosia,,,"Ayios Dhometios",35.1769,33.3354,1,"Cyprus Mail; Philenews; SigmaLive",National,"On 27 September 2021, an Azeri hitman holding a Russian passport was arrested by officers of the counter terrorism police in Cyprus at the Ayios Dhometios crossing point, following the coordination between Mossad and the Republic of Cyprus intelligence services. He was carrying a pistol with a silencer and cartridges. It was reported that he was targeting Israeli businessmen residing in Cyprus and dealing in weapons exports. The government of Israel claimed he was hired by Iran as retaliation for perceived Israeli involvement in the killing of an Iranian nuclear scientist in November 2020 and other similar operations, and sent warning to its embassies worldwide to be alert for a 'terrorist attack'. On 13 October, a Pakistani national working in Cyprus was also arrested as an accessory. On 22 October, police arrested another 2 Pakistani nationals. On 25 October, another Pakistani, who was an asylum seeker, was arrested. A sixth person was arrested on 29 October. On 27 May 2022, it was reported that Sayad Khodayee, a Colonel in Iran's Revolutionary Guards Corps assassinated by Israel on 22 May, was involved in the planned attack on Israeli businessmen in Cyprus.",0,,1677625904
CYP830,"23 September 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","KTOEOS: Cyprus Turkish Secondary School Teachers Union; Teachers (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Lefke,35.1129,32.8494,1,Detay,National,"On 23 September 2021, members of KTOEOS protested over chronic shortages of teachers and staff at Gazi school in Lefke, in Northern Cyprus. The President of KTOEOS held a speech.",0,"crowd size=no report",1632846448
